instance_id,feat_1,shap_1,feat_2,shap_2,feat_3,shap_3,feat_4,shap_4,feat_5,shap_5
63,['num__credit_amount' 'num__duration'],-0.019592389036847697,['num__duration' 'num__credit_amount'],0.03645406013686244,['num__credit_amount' 'num__duration'],-0.019592389036847697,['num__duration' 'num__credit_amount'],0.03645406013686244,['num__credit_amount' 'num__duration'],-0.019592389036847697
64,['num__duration' 'num__credit_amount'],0.11819705110747526,['num__credit_amount' 'num__duration'],-0.020133860068062105,['num__credit_amount' 'num__duration'],-0.020133860068062105,['num__duration' 'num__credit_amount'],0.11819705110747526,['num__duration' 'num__credit_amount'],0.11819705110747526
65,['num__duration' 'num__credit_amount'],-0.01965865215984928,['num__credit_amount' 'num__duration'],-0.032278761140643555,['num__credit_amount' 'num__duration'],-0.032278761140643555,['num__duration' 'num__credit_amount'],-0.01965865215984928,['num__duration' 'num__credit_amount'],-0.01965865215984928
66,['num__duration' 'num__credit_amount'],-0.005032222330104155,['num__credit_amount' 'num__duration'],0.02567891519414291,['num__duration' 'num__credit_amount'],-0.005032222330104155,['num__duration' 'num__credit_amount'],-0.005032222330104155,['num__duration' 'num__credit_amount'],-0.005032222330104155
67,['num__duration' 'num__credit_amount'],-0.07437622397907213,['num__credit_amount' 'num__duration'],-0.035546141189899766,['num__credit_amount' 'num__duration'],-0.035546141189899766,['num__credit_amount' 'num__duration'],-0.035546141189899766,['num__duration' 'num__credit_amount'],-0.07437622397907213
68,['num__duration' 'num__credit_amount'],-0.00013854590070684858,['num__credit_amount' 'num__duration'],-0.022066542127123192,['num__credit_amount' 'num__duration'],-0.022066542127123192,['num__credit_amount' 'num__duration'],-0.022066542127123192,['num__duration' 'num__credit_amount'],-0.00013854590070684858
69,['num__duration' 'num__credit_amount'],-0.03730899538961799,['num__credit_amount' 'num__duration'],-0.023097388200869873,['num__credit_amount' 'num__duration'],-0.023097388200869873,['num__credit_amount' 'num__duration'],-0.023097388200869873,['num__duration' 'num__credit_amount'],-0.03730899538961799
70,['num__credit_amount' 'num__duration'],-0.006361105567081096,['num__credit_amount' 'num__duration'],-0.006361105567081096,['num__credit_amount' 'num__duration'],-0.006361105567081096,['num__credit_amount' 'num__duration'],-0.006361105567081096,['num__credit_amount' 'num__duration'],-0.006361105567081096
71,['num__duration' 'num__credit_amount'],0.08500237687063202,['num__credit_amount' 'num__duration'],0.013364972761521694,['num__duration' 'num__credit_amount'],0.08500237687063202,['num__duration' 'num__credit_amount'],0.08500237687063202,['num__credit_amount' 'num__duration'],0.013364972761521694
72,['num__duration' 'num__credit_amount'],-0.008532956637157333,['num__duration' 'num__credit_amount'],-0.008532956637157333,['num__duration' 'num__credit_amount'],-0.008532956637157333,['num__credit_amount' 'num__duration'],-0.01848465129070124,['num__credit_amount' 'num__duration'],-0.01848465129070124
